,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,RM+DIS,aha
175,0.06664,0.0,4.05,0.0,0a.5b1 c,6.546,33.1,3.1323,...a5_.//b,296,16.6,390.96,5.33,29.4,6.546 3.1323,aha
176,0.07022,0.0,4.05,0.0,0a.5b1 c,6.02,47.2,3.5549,...a5_.//b,296,16.6,393.23,10.11,23.2,6.02 3.5549,aha
177,0.05425,0.0,,0.0,0a.5b1 c,6.315,73.4,3.3175,...a5_.//b,296,16.6,395.6,6.29,24.6,6.315 3.3175,aha
178,0.06642,0.0,4.05,0.0,0a.5b1 c,6.86,74.4,2.9153,...a5_.//b,296,16.6,391.27,6.92,29.9,6.86 2.9153,aha
179,0.0578,0.0,2.46,0.0,0a.4b8 8c,6.98,58.4,2.829,...a3_.//b,193,17.8,396.9,5.04,37.2,6.98 2.829,aha
180,0.06588,0.0,2.46,0.0,0a.4b8 8c,7.765,83.3,2.741,...a3_.//b,193,17.8,395.56,7.56,39.8,7.765 2.741,aha
181,0.06888,0.0,2.46,0.0,0a.4b8 8c,6.144,62.2,2.5979,...a3_.//b,193,17.8,396.9,9.45,36.2,6.144 2.5979,aha
182,0.09103,0.0,2.46,0.0,0a.4b8 8c,7.155,92.2,2.7006,...a3_.//b,193,17.8,394.12,4.82,37.9,7.155 2.7006,aha
183,,0.0,2.46,0.0,0a.4b8 8c,6.563,95.6,2.847,...a3_.//b,193,17.8,396.9,5.68,32.5,6.563 2.847,aha
184,0.08308,0.0,2.46,0.0,0a.4b8 8c,5.604,89.8,2.9879,...a3_.//b,193,17.8,391.0,13.98,26.4,5.604 2.9879,aha
185,0.06047,0.0,2.46,0.0,0a.4b8 8c,6.153,68.8,3.2797,...a3_.//b,193,17.8,387.11,13.15,29.6,6.153 3.2797,aha
186,0.05602,,2.46,0.0,0a.4b8 8c,7.831,53.6,3.1992,...a3_.//b,193,17.8,392.63,4.45,50.0,7.831 3.1992,aha
187,0.07875,45.0,3.44,0.0,0a.4b3 7c,6.782,41.1,3.7886,...a5_.//b,398,15.2,393.87,6.68,32.0,6.782 3.7886,aha
188,0.12579,45.0,3.44,0.0,0a.4b3 7c,6.556,29.1,4.5667,...a5_.//b,398,15.2,382.84,4.56,29.8,6.556 4.5667,aha
189,0.0837,45.0,3.44,0.0,0a.4b3 7c,7.185,38.9,4.5667,...a5_.//b,398,15.2,396.9,5.39,34.9,7.185 4.5667,aha
190,0.09068,45.0,3.44,0.0,0a.4b3 7c,6.951,21.5,6.4798,...a5_.//b,398,15.2,377.68,5.1,37.0,6.951 6.4798,aha
191,,45.0,3.44,0.0,0a.4b3 7c,6.739,30.8,6.4798,...a5_.//b,398,15.2,389.71,4.69,30.5,6.739 6.4798,aha
192,,45.0,3.44,0.0,0a.4b3 7c,7.178,26.3,6.4798,...a5_.//b,398,15.2,390.49,2.87,36.4,7.178 6.4798,aha
193,0.02187,60.0,2.93,0.0,0a.4b0 1c,6.8,,6.2196,...a1_.//b,265,15.6,393.37,5.03,31.1,6.8 6.2196,aha
194,0.01439,60.0,2.93,0.0,0a.4b0 1c,6.604,18.8,6.2196,...a1_.//b,265,15.6,376.7,4.38,29.1,6.604 6.2196,aha
195,0.01381,80.0,0.46,0.0,0a.4b2 2c,7.875,32.0,5.6484,...a4_.//b,255,14.4,394.23,2.97,50.0,7.875 5.6484,aha
196,,80.0,1.52,0.0,0a.4b0 4c,7.287,34.1,7.309,...a2_.//b,329,12.6,396.9,4.08,33.3,7.287 7.309,aha
197,0.04666,80.0,1.52,0.0,0a.4b0 4c,7.107,36.6,7.309,...a2_.//b,329,12.6,354.31,8.61,30.3,7.107 7.309,aha
198,0.03768,80.0,1.52,0.0,0a.4b0 4c,7.274,38.3,7.309,...a2_.//b,329,12.6,392.2,6.62,34.6,7.274 7.309,aha
199,0.0315,95.0,1.47,0.0,0a.4b0 3c,6.975,15.3,7.6534,...a3_.//b,402,17.0,396.9,4.56,34.9,6.975 7.6534,aha
200,0.01778,95.0,1.47,0.0,0a.4b0 3c,7.135,13.9,7.6534,...a3_.//b,402,17.0,384.3,4.45,32.9,7.135 7.6534,aha
201,0.03445,82.5,2.03,0.0,0a.4b1 5c,6.162,38.4,6.27,...a2_.//b,348,14.7,393.77,7.43,24.1,6.162 6.27,aha
202,0.02177,82.5,2.03,0.0,0a.4b1 5c,7.61,15.7,6.27,...a2_.//b,348,14.7,395.38,3.11,42.3,7.61 6.27,aha
203,0.0351,95.0,2.68,0.0,0a.4b1 61c,7.853,33.2,5.118,...a4_.//b,224,14.7,392.78,3.81,48.5,7.853 5.118,aha
204,0.02009,95.0,2.68,0.0,0a.4b1 61c,8.034,31.9,5.118,...a4_.//b,224,14.7,390.55,2.88,50.0,8.034 5.118,aha
205,0.13642,,10.59,0.0,0a.4b8 9c,5.891,22.3,3.9454,...a4_.//b,277,18.6,396.9,10.87,22.6,5.891 3.9454,aha
206,0.22969,0.0,10.59,,0a.4b8 9c,6.326,52.5,4.3549,...a4_.//b,277,18.6,394.87,10.97,24.4,6.326 4.3549,aha
207,0.25199,0.0,10.59,0.0,0a.4b8 9c,5.783,72.7,4.3549,...a4_.//b,277,18.6,389.43,,22.5,5.783 4.3549,aha
208,0.13587,0.0,10.59,1.0,0a.4b8 9c,6.064,59.1,4.2392,...a4_.//b,277,18.6,381.32,14.66,24.4,6.064 4.2392,aha
209,0.43571,0.0,10.59,1.0,0a.4b8 9c,5.344,100.0,3.875,...a4_.//b,277,18.6,396.9,23.09,20.0,5.344 3.875,aha
210,0.17446,,10.59,1.0,0a.4b8 9c,5.96,92.1,3.8771,...a4_.//b,277,18.6,393.25,17.27,21.7,5.96 3.8771,aha
211,0.37578,0.0,10.59,1.0,0a.4b8 9c,5.404,88.6,3.665,...a4_.//b,277,18.6,395.24,23.98,19.3,5.404 3.665,aha
212,0.21719,0.0,10.59,1.0,0a.4b8 9c,5.807,53.8,3.6526,...a4_.//b,277,18.6,390.94,16.03,22.4,5.807 3.6526,aha
213,0.14052,0.0,10.59,0.0,0a.4b8 9c,6.375,32.3,3.9454,...a4_.//b,277,18.6,385.81,9.38,28.1,6.375 3.9454,aha
214,0.28955,0.0,10.59,0.0,0a.4b8 9c,5.412,9.8,3.5875,...a4_.//b,277,18.6,348.93,29.55,23.7,5.412 3.5875,aha
215,0.19802,0.0,10.59,0.0,0a.4b8 9c,6.182,,3.9454,...a4_.//b,277,18.6,393.63,9.47,25.0,6.182 3.9454,aha
216,0.0456,0.0,13.89,1.0,0a.5b5 c,5.888,56.0,3.1121,...a5_.//b,276,16.4,392.8,13.51,23.3,5.888 3.1121,aha
217,0.07013,0.0,13.89,0.0,0a.5b5 c,6.642,85.1,3.4211,...a5_.//b,276,16.4,392.78,9.69,28.7,6.642 3.4211,aha
218,0.11069,0.0,13.89,1.0,0a.5b5 c,5.951,93.8,2.8893,...a5_.//b,276,16.4,396.9,17.92,21.5,5.951 2.8893,aha
219,0.11425,0.0,,1.0,0a.5b5 c,6.373,92.4,3.3633,...a5_.//b,276,16.4,393.74,10.5,23.0,6.373 3.3633,aha
220,0.35809,0.0,6.2,1.0,0a.5b0 7c,6.951,88.5,2.8617,...a8_.//b,307,17.4,391.7,9.71,26.7,6.951 2.8617,aha
221,0.40771,0.0,6.2,1.0,0a.5b0 7c,6.164,91.3,3.048,...a8_.//b,307,17.4,395.24,21.46,21.7,6.164 3.048,aha
222,0.62356,0.0,6.2,1.0,0a.5b0 7c,6.879,77.7,3.2721,...a8_.//b,307,17.4,390.39,9.93,27.5,6.879 3.2721,aha
223,0.6147,0.0,6.2,0.0,0a.5b0 7c,6.618,80.8,3.2721,...a8_.//b,307,17.4,396.9,7.6,30.1,6.618 3.2721,aha
224,0.31533,0.0,6.2,0.0,0a.5b0 4c,8.266,78.3,2.8944,...a8_.//b,307,17.4,385.05,4.14,44.8,8.266 2.8944,aha
225,0.52693,0.0,6.2,0.0,0a.5b0 4c,8.725,83.0,2.8944,...a8_.//b,307,17.4,382.0,4.63,50.0,8.725 2.8944,aha
226,0.38214,0.0,6.2,0.0,0a.5b0 4c,8.04,86.5,3.2157,...a8_.//b,307,17.4,387.38,,37.6,8.04 3.2157,aha
227,0.41238,0.0,6.2,0.0,0a.5b0 4c,7.163,79.9,3.2157,...a8_.//b,307,17.4,372.08,6.36,31.6,7.163 3.2157,aha
228,0.29819,0.0,6.2,0.0,0a.5b0 4c,7.686,17.0,3.3751,...a8_.//b,307,17.4,377.51,,46.7,7.686 3.3751,aha
229,,0.0,6.2,0.0,0a.5b0 4c,6.552,21.4,3.3751,...a8_.//b,307,17.4,380.34,3.76,31.5,6.552 3.3751,aha
230,0.537,0.0,6.2,0.0,0a.5b0 4c,5.981,68.1,3.6715,...a8_.//b,307,17.4,378.35,11.65,24.3,5.981 3.6715,aha
231,0.46296,0.0,6.2,0.0,0a.5b0 4c,7.412,76.9,3.6715,...a8_.//b,307,17.4,376.14,5.25,31.7,7.412 3.6715,aha
232,0.57529,0.0,6.2,0.0,0a.5b0 7c,8.337,73.3,3.8384,...a8_.//b,307,17.4,385.91,2.47,41.7,8.337 3.8384,aha
233,0.33147,0.0,6.2,0.0,0a.5b0 7c,8.247,,3.6519,...a8_.//b,307,17.4,378.95,3.95,48.3,8.247 3.6519,aha
234,0.44791,0.0,6.2,1.0,0a.5b0 7c,6.726,66.5,3.6519,...a8_.//b,307,17.4,360.2,8.05,29.0,6.726 3.6519,aha
235,0.33045,0.0,6.2,0.0,0a.5b0 7c,6.086,61.5,3.6519,...a8_.//b,307,17.4,376.75,10.88,24.0,6.086 3.6519,aha
236,,0.0,6.2,1.0,0a.5b0 7c,6.631,76.5,4.148,...a8_.//b,307,17.4,388.45,9.54,25.1,6.631 4.148,aha
237,0.51183,0.0,6.2,0.0,0a.5b0 7c,7.358,71.6,4.148,...a8_.//b,307,17.4,390.07,4.73,31.5,7.358 4.148,aha
238,0.08244,,4.93,0.0,0a.4b2 8c,6.481,18.5,6.1899,...a6_.//b,300,16.6,379.41,6.36,23.7,6.481 6.1899,aha
239,0.09252,30.0,4.93,0.0,0a.4b2 8c,6.606,42.2,6.1899,...a6_.//b,300,16.6,383.78,7.37,23.3,6.606 6.1899,aha
240,0.11329,30.0,4.93,,0a.4b2 8c,6.897,54.3,6.3361,...a6_.//b,300,16.6,391.25,11.38,22.0,6.897 6.3361,aha
241,,30.0,4.93,0.0,0a.4b2 8c,6.095,65.1,6.3361,...a6_.//b,300,16.6,394.62,12.4,20.1,6.095 6.3361,aha
242,0.1029,30.0,4.93,0.0,0a.4b2 8c,6.358,52.9,7.0355,...a6_.//b,300,16.6,372.75,11.22,22.2,6.358 7.0355,aha
243,0.12757,30.0,4.93,0.0,0a.4b2 8c,6.393,7.8,7.0355,...a6_.//b,300,16.6,374.71,5.19,23.7,6.393 7.0355,aha
244,0.20608,22.0,5.86,0.0,0a.4b3 1c,5.593,76.5,7.9549,...a7_.//b,330,19.1,372.49,12.5,17.6,5.593 7.9549,aha
245,0.19133,22.0,,,0a.4b3 1c,5.605,70.2,7.9549,...a7_.//b,330,19.1,389.13,18.46,18.5,5.605 7.9549,aha
246,0.33983,22.0,5.86,0.0,0a.4b3 1c,6.108,34.9,8.0555,...a7_.//b,330,19.1,390.18,9.16,24.3,6.108 8.0555,aha
247,0.19657,22.0,5.86,0.0,0a.4b3 1c,6.226,79.2,8.0555,...a7_.//b,330,19.1,376.14,10.15,20.5,6.226 8.0555,aha
248,0.16439,22.0,5.86,0.0,0a.4b3 1c,6.433,49.1,7.8265,...a7_.//b,330,19.1,374.71,9.52,24.5,6.433 7.8265,aha
249,0.19073,22.0,5.86,0.0,0a.4b3 1c,6.718,17.5,7.8265,...a7_.//b,330,19.1,393.74,6.56,26.2,6.718 7.8265,aha
250,0.1403,22.0,5.86,0.0,0a.4b3 1c,6.487,13.0,7.3967,...a7_.//b,330,19.1,396.28,5.9,24.4,6.487 7.3967,aha
251,0.21409,22.0,5.86,0.0,0a.4b3 1c,6.438,8.9,7.3967,...a7_.//b,330,19.1,377.07,3.59,24.8,6.438 7.3967,aha
252,0.08221,22.0,5.86,0.0,0a.4b3 1c,6.957,6.8,8.9067,...a7_.//b,330,19.1,386.09,3.53,29.6,6.957 8.9067,aha
253,0.36894,22.0,5.86,0.0,0a.4b3 1c,8.259,8.4,8.9067,...a7_.//b,330,19.1,396.9,3.54,42.8,8.259 8.9067,aha
254,0.04819,80.0,3.64,,0a.3b9 2c,6.108,32.0,9.2203,...a1_.//b,315,16.4,392.89,6.57,21.9,6.108 9.2203,aha
255,0.03548,80.0,3.64,0.0,0a.3b9 2c,5.876,19.1,9.2203,...a1_.//b,315,16.4,395.18,9.25,20.9,5.876 9.2203,aha
256,0.01538,90.0,3.75,0.0,0a.3b9 4c,7.454,34.2,6.3361,...a3_.//b,244,15.9,386.34,3.11,44.0,7.454 6.3361,aha
257,0.61154,20.0,3.97,0.0,0a.6b4 7c,8.704,86.9,1.801,...a5_.//b,264,13.0,389.7,5.12,50.0,8.704 1.801,aha
258,0.66351,20.0,3.97,0.0,0a.6b4 7c,7.333,100.0,1.8946,...a5_.//b,264,13.0,383.29,7.79,36.0,7.333 1.8946,aha
259,0.65665,20.0,3.97,0.0,0a.6b4 7c,6.842,100.0,2.0107,...a5_.//b,264,13.0,391.93,6.9,30.1,6.842 2.0107,aha
260,0.54011,20.0,3.97,0.0,0a.6b4 7c,7.203,81.8,2.1121,...a5_.//b,264,13.0,392.8,9.59,33.8,7.203 2.1121,aha
261,0.53412,20.0,3.97,0.0,0a.6b4 7c,7.52,89.4,2.1398,...a5_.//b,264,13.0,388.37,7.26,43.1,7.52 2.1398,aha
262,,20.0,3.97,0.0,0a.6b4 7c,8.398,91.5,2.2885,...a5_.//b,264,13.0,386.86,5.91,48.8,8.398 2.2885,aha
263,0.82526,20.0,3.97,0.0,0a.6b4 7c,7.327,94.5,2.0788,...a5_.//b,264,13.0,393.42,11.25,31.0,7.327 2.0788,aha
264,0.55007,20.0,3.97,0.0,0a.6b4 7c,7.206,91.6,1.9301,...a5_.//b,264,13.0,387.89,8.1,36.5,7.206 1.9301,aha
265,0.76162,20.0,3.97,0.0,0a.6b4 7c,5.56,62.8,1.9865,...a5_.//b,264,13.0,392.4,10.45,22.8,5.56 1.9865,aha
266,0.7857,,3.97,0.0,0a.6b4 7c,7.014,84.6,2.1329,...a5_.//b,264,13.0,384.07,14.79,30.7,7.014 2.1329,aha
267,0.57834,20.0,3.97,0.0,0a.5b7 5c,8.297,67.0,2.4216,...a5_.//b,264,13.0,384.54,7.44,50.0,8.297 2.4216,aha
268,0.5405,20.0,3.97,0.0,0a.5b7 5c,7.47,52.6,2.872,...a5_.//b,264,13.0,390.3,3.16,43.5,7.47 2.872,aha
269,0.09065,20.0,6.96,1.0,0a.4b6 4c,5.92,61.5,3.9175,...a3_.//b,223,18.6,391.34,13.65,20.7,5.92 3.9175,aha
270,0.29916,20.0,6.96,0.0,0a.4b6 4c,5.856,42.1,4.429,...a3_.//b,223,18.6,388.65,13.0,21.1,5.856 4.429,aha
271,0.16211,20.0,6.96,0.0,0a.4b6 4c,6.24,16.3,4.429,...a3_.//b,223,18.6,396.9,,25.2,6.24 4.429,aha
272,0.1146,20.0,6.96,0.0,0a.4b6 4c,6.538,58.7,3.9175,...a3_.//b,223,18.6,394.96,7.73,24.4,6.538 3.9175,aha
273,0.22188,20.0,6.96,1.0,0a.4b6 4c,7.691,51.8,4.3665,...a3_.//b,223,18.6,390.77,6.58,35.2,7.691 4.3665,aha
274,0.05644,40.0,6.41,1.0,0a.4b4 7c,6.758,32.9,4.0776,...a4_.//b,254,17.6,396.9,3.53,32.4,6.758 4.0776,aha
275,0.09604,40.0,6.41,0.0,0a.4b4 7c,6.854,42.8,4.2673,...a4_.//b,254,17.6,396.9,2.98,32.0,6.854 4.2673,aha
276,0.10469,40.0,6.41,1.0,0a.4b4 7c,7.267,49.0,4.7872,...a4_.//b,254,17.6,389.25,6.05,33.2,7.267 4.7872,aha
277,0.06127,40.0,6.41,1.0,0a.4b4 7c,6.826,27.6,4.8628,...a4_.//b,254,17.6,393.45,,33.1,6.826 4.8628,aha
278,0.07978,40.0,6.41,0.0,0a.4b4 7c,6.482,32.1,4.1403,...a4_.//b,254,17.6,396.9,7.19,29.1,6.482 4.1403,aha
279,0.21038,20.0,3.33,0.0,0a.4b4 29c,6.812,32.2,4.1007,...a5_.//b,216,14.9,396.9,4.85,35.1,6.812 4.1007,aha
280,0.03578,20.0,3.33,0.0,0a.4b4 29c,7.82,64.5,4.6947,...a5_.//b,216,14.9,387.31,3.76,45.4,7.82 4.6947,aha
281,0.03705,20.0,3.33,0.0,0a.4b4 29c,6.968,,5.2447,...a5_.//b,216,14.9,392.23,4.59,35.4,6.968 5.2447,aha
282,0.06129,20.0,3.33,1.0,0a.4b4 29c,7.645,49.7,5.2119,...a5_.//b,216,14.9,377.07,3.01,46.0,7.645 5.2119,aha
283,0.01501,90.0,1.21,1.0,0a.4b0 1c,7.923,24.8,5.885,...a1_.//b,198,13.6,395.52,3.16,50.0,7.923 5.885,aha
284,0.00906,90.0,2.97,0.0,0a.4b c,7.088,20.8,7.3073,...a1_.//b,285,15.3,394.72,7.85,32.2,7.088 7.3073,aha
285,0.01096,55.0,2.25,0.0,0a.3b8 9c,6.453,31.9,7.3073,...a1_.//b,300,15.3,394.72,8.23,22.0,6.453 7.3073,aha
286,0.01965,80.0,1.76,0.0,0a.3b8 5c,6.23,,9.0892,...a1_.//b,241,18.2,341.6,12.93,20.1,6.23 9.0892,aha
287,0.03871,52.5,5.32,0.0,0a.4b0 5c,6.209,31.3,7.3172,...a6_.//b,293,16.6,396.9,7.14,23.2,6.209 7.3172,aha
288,,52.5,5.32,0.0,0a.4b0 5c,6.315,45.6,7.3172,...a6_.//b,293,16.6,396.9,7.6,22.3,6.315 7.3172,aha
289,0.04297,52.5,5.32,0.0,0a.4b0 5c,6.565,22.9,7.3172,...a6_.//b,293,16.6,371.72,9.51,24.8,6.565 7.3172,aha
290,0.03502,80.0,4.95,0.0,0a.4b1 1c,6.861,27.9,5.1167,...a4_.//b,245,19.2,396.9,3.33,28.5,6.861 5.1167,aha
291,0.07886,80.0,4.95,0.0,0a.4b1 1c,7.148,27.7,5.1167,...a4_.//b,245,19.2,396.9,3.56,37.3,7.148 5.1167,aha
292,0.03615,80.0,,0.0,0a.4b1 1c,6.63,23.4,5.1167,...a4_.//b,245,19.2,396.9,4.7,27.9,6.63 5.1167,aha
293,0.08265,0.0,13.92,0.0,0a.4b3 7c,6.127,18.4,5.5027,...a4_.//b,289,16.0,396.9,8.58,23.9,6.127 5.5027,aha
294,0.08199,0.0,13.92,,0a.4b3 7c,6.009,42.3,5.5027,...a4_.//b,289,16.0,396.9,10.4,21.7,6.009 5.5027,aha
295,0.12932,0.0,13.92,0.0,0a.4b3 7c,6.678,31.1,5.9604,...a4_.//b,289,16.0,396.9,6.27,28.6,6.678 5.9604,aha
296,0.05372,0.0,13.92,0.0,0a.4b3 7c,6.549,51.0,5.9604,...a4_.//b,289,16.0,392.85,7.39,27.1,6.549 5.9604,aha
297,0.14103,0.0,,0.0,0a.4b3 7c,5.79,58.0,6.32,...a4_.//b,289,16.0,396.9,15.84,20.3,5.79 6.32,aha
298,0.06466,70.0,2.24,0.0,0a.4b c,6.345,20.1,7.8278,...a5_.//b,358,14.8,368.24,4.97,22.5,6.345 7.8278,aha
299,0.05561,70.0,2.24,0.0,0a.4b c,7.041,10.0,7.8278,...a5_.//b,358,14.8,371.58,4.74,29.0,7.041 7.8278,aha
300,0.04417,70.0,2.24,0.0,0a.4b c,6.871,47.4,7.8278,...a5_.//b,358,14.8,390.86,6.07,24.8,6.871 7.8278,aha
301,0.03537,,6.09,0.0,0a.4b3 3c,6.59,40.4,5.4917,...a7_.//b,329,16.1,395.75,9.5,22.0,6.59 5.4917,aha
302,,34.0,6.09,0.0,0a.4b3 3c,6.495,18.4,5.4917,...a7_.//b,329,16.1,383.61,8.67,26.4,6.495 5.4917,aha
303,0.1,,6.09,0.0,0a.4b3 3c,6.982,17.7,5.4917,...a7_.//b,329,16.1,390.43,4.86,33.1,6.982 5.4917,aha
304,0.05515,33.0,2.18,0.0,0a.4b7 2c,7.236,41.1,4.022,...a7_.//b,222,18.4,393.68,6.93,36.1,7.236 4.022,aha
305,0.05479,33.0,,0.0,0a.4b7 2c,6.616,58.1,3.37,...a7_.//b,222,18.4,393.36,8.93,28.4,6.616 3.37,aha
306,0.07503,33.0,2.18,0.0,0a.4b7 2c,7.42,71.9,3.0992,...a7_.//b,222,18.4,396.9,6.47,33.4,7.42 3.0992,aha
307,0.04932,33.0,2.18,0.0,0a.4b7 2c,6.849,70.3,3.1827,...a7_.//b,222,18.4,396.9,7.53,28.2,6.849 3.1827,aha
308,0.49298,0.0,9.9,0.0,0a.5b4 4c,6.635,82.5,3.3175,...a4_.//b,304,18.4,396.9,4.54,22.8,6.635 3.3175,aha
309,0.3494,0.0,9.9,0.0,0a.5b4 4c,5.972,76.7,3.1025,...a4_.//b,304,18.4,396.24,9.97,20.3,5.972 3.1025,aha
310,2.63548,0.0,9.9,0.0,0a.5b4 4c,4.973,37.8,2.5194,...a4_.//b,304,18.4,350.45,12.64,16.1,4.973 2.5194,aha
311,0.79041,0.0,9.9,0.0,0a.5b4 4c,6.122,52.8,2.6403,...a4_.//b,304,18.4,396.9,5.98,22.1,6.122 2.6403,aha
312,0.26169,0.0,9.9,0.0,0a.5b4 4c,6.023,90.4,2.834,...a4_.//b,304,18.4,396.3,11.72,19.4,6.023 2.834,aha
313,0.26938,0.0,9.9,0.0,0a.5b4 4c,6.266,82.8,3.2628,...a4_.//b,304,18.4,393.39,7.9,21.6,6.266 3.2628,aha
314,0.3692,0.0,9.9,0.0,0a.5b4 4c,6.567,87.3,3.6023,...a4_.//b,304,18.4,395.69,9.28,23.8,6.567 3.6023,aha
315,0.25356,0.0,9.9,0.0,0a.5b4 4c,5.705,77.7,3.945,...a4_.//b,304,18.4,396.42,11.5,16.2,5.705 3.945,aha
316,0.31827,0.0,9.9,0.0,0a.5b4 4c,5.914,,3.9986,...a4_.//b,304,18.4,390.7,18.33,17.8,5.914 3.9986,aha
317,0.24522,0.0,9.9,0.0,0a.5b4 4c,5.782,71.7,4.0317,...a4_.//b,304,18.4,396.9,15.94,19.8,5.782 4.0317,aha
318,0.40202,0.0,9.9,0.0,0a.5b4 4c,6.382,67.2,3.5325,...a4_.//b,304,18.4,395.21,10.36,23.1,6.382 3.5325,aha
319,0.47547,0.0,9.9,0.0,0a.5b4 4c,6.113,58.8,4.0019,...a4_.//b,304,18.4,396.23,12.73,21.0,6.113 4.0019,aha
320,0.1676,0.0,7.38,0.0,0a.4b9 3c,6.426,52.3,4.5404,...a5_.//b,287,19.6,396.9,7.2,23.8,6.426 4.5404,aha
321,0.18159,0.0,7.38,0.0,0a.4b9 3c,6.376,54.3,4.5404,...a5_.//b,287,19.6,396.9,6.87,23.1,6.376 4.5404,aha
322,0.35114,0.0,7.38,0.0,0a.4b9 3c,6.041,49.9,4.7211,...a5_.//b,287,19.6,396.9,7.7,20.4,6.041 4.7211,aha
323,0.28392,0.0,7.38,0.0,0a.4b9 3c,5.708,74.3,4.7211,...a5_.//b,287,19.6,391.13,11.74,18.5,5.708 4.7211,aha
324,0.34109,0.0,7.38,0.0,0a.4b9 3c,6.415,40.1,4.7211,...a5_.//b,287,19.6,396.9,6.12,25.0,6.415 4.7211,aha
325,0.19186,0.0,7.38,0.0,0a.4b9 3c,6.431,14.7,5.4159,...a5_.//b,287,19.6,393.68,5.08,24.6,6.431 5.4159,aha
326,0.30347,0.0,7.38,0.0,0a.4b9 3c,6.312,28.9,5.4159,...a5_.//b,287,19.6,396.9,6.15,23.0,6.312 5.4159,aha
327,0.24103,0.0,7.38,0.0,0a.4b9 3c,6.083,43.7,5.4159,...a5_.//b,287,19.6,396.9,12.79,22.2,6.083 5.4159,aha
328,0.06617,0.0,3.24,0.0,0a.4b6 c,5.868,25.8,5.2146,...a4_.//b,430,16.9,382.44,9.97,19.3,5.868 5.2146,aha
329,0.06724,0.0,3.24,0.0,0a.4b6 c,6.333,17.2,5.2146,...a4_.//b,430,16.9,375.21,7.34,22.6,6.333 5.2146,aha
330,0.04544,,3.24,0.0,0a.4b6 c,6.144,32.2,5.8736,...a4_.//b,430,16.9,368.57,9.09,19.8,6.144 5.8736,aha
331,0.05023,35.0,6.06,0.0,0a.4b3 79c,5.706,28.4,6.6407,...a1_.//b,304,16.9,394.02,12.43,17.1,5.706 6.6407,aha
332,0.03466,,6.06,0.0,0a.4b3 79c,6.031,23.3,6.6407,...a1_.//b,304,16.9,362.25,7.83,19.4,6.031 6.6407,aha
333,0.05083,0.0,5.19,0.0,0a.5b1 5c,6.316,38.1,6.4584,...a5_.//b,224,20.2,389.71,5.68,22.2,6.316 6.4584,aha
334,0.03738,0.0,5.19,0.0,0a.5b1 5c,6.31,38.5,6.4584,...a5_.//b,224,20.2,389.4,6.75,20.7,6.31 6.4584,aha
335,0.03961,0.0,5.19,0.0,0a.5b1 5c,6.037,34.5,5.9853,...a5_.//b,224,20.2,396.9,8.01,21.1,6.037 5.9853,aha
336,0.03427,0.0,5.19,0.0,0a.5b1 5c,5.869,46.3,5.2311,...a5_.//b,224,20.2,396.9,9.8,19.5,5.869 5.2311,aha
337,0.03041,0.0,5.19,0.0,0a.5b1 5c,5.895,59.6,5.615,...a5_.//b,224,20.2,394.81,10.56,18.5,5.895 5.615,aha
338,0.03306,0.0,5.19,0.0,0a.5b1 5c,6.059,37.3,4.8122,...a5_.//b,224,20.2,396.14,8.51,20.6,6.059 4.8122,aha
339,0.05497,0.0,5.19,0.0,0a.5b1 5c,5.985,45.4,4.8122,...a5_.//b,224,20.2,396.9,9.74,19.0,5.985 4.8122,aha
340,0.06151,0.0,5.19,0.0,0a.5b1 5c,5.968,58.5,4.8122,...a5_.//b,224,20.2,396.9,9.29,18.7,5.968 4.8122,aha
341,0.01301,35.0,1.52,0.0,0a.4b4 2c,7.241,49.3,7.0379,...a1_.//b,284,15.5,394.74,5.49,32.7,7.241 7.0379,aha
342,0.02498,0.0,1.89,0.0,0a.5b1 8c,6.54,59.7,6.2669,...a1_.//b,422,15.9,389.96,8.65,16.5,6.54 6.2669,aha
343,0.02543,55.0,3.78,0.0,0a.4b8 4c,6.696,56.4,5.7321,...a5_.//b,370,17.6,396.9,7.18,23.9,6.696 5.7321,aha
344,0.03049,55.0,,0.0,0a.4b8 4c,6.874,28.1,6.4654,...a5_.//b,370,17.6,387.97,4.61,31.2,6.874 6.4654,aha
345,0.03113,0.0,4.39,0.0,0a.4b4 2c,6.014,48.5,8.0136,...a3_.//b,352,18.8,385.64,10.53,17.5,6.014 8.0136,aha
346,0.06162,0.0,4.39,0.0,0a.4b4 2c,5.898,52.3,8.0136,...a3_.//b,352,18.8,364.61,12.67,17.2,5.898 8.0136,aha
347,0.0187,85.0,4.15,0.0,0a.4b2 9c,6.516,27.7,8.5353,...a4_.//b,351,17.9,392.43,6.36,23.1,6.516 8.5353,aha
348,0.01501,80.0,2.01,0.0,0a.4b3 5c,6.635,29.7,8.344,...a4_.//b,280,17.0,390.94,5.99,24.5,6.635 8.344,aha
349,0.02899,40.0,1.25,0.0,0a.4b2 9c,6.939,34.5,8.7921,...a1_.//b,335,19.7,389.85,,26.6,6.939 8.7921,aha
350,0.06211,,1.25,0.0,0a.4b2 9c,6.49,44.4,8.7921,...a1_.//b,335,19.7,396.9,,22.9,6.49 8.7921,aha
